Vessel_CAT_ID,Vessel_ID,Vessel_Name,Vessel_Type,Vessel_Captain,Vessel_Type,Vessel_Category,Abbreviation
BRIG,BRIG_E000022,Enoch Pratt,Brig,Brightman,,,
BRIG,BRIG_E000022,Enoch Pratt,Brig,Alchan,,,
BRIG,BRIG_E000022,Enoch Pratt,Brig,,,,
SCHR,SCHR_E000200,Enock Paatt,Schooner,,,,
BRIG,BRIG_E000023,Enterprise,Brig,Smith,,,
SCHR,SCHR_E000201,Enterprise,Schooner,Wheeler,,,
SCHR,SCHR_E000201,Enterprise,Schooner,Koones,,,
SCHR,SCHR_E000201,Enterprise,Schooner,Church,,,
SCHR,SCHR_E000201,Enterprise,Schooner,Rowe,,,
SHIP,SHIP_E000016,Enterprise,Ship,M'Lean,,,
BOAT,BOAT_E000022,Enterprize,Boat,,,,
SCHR,SCHR_E000201,Enterprize,Schooner,Sanford,,,
SCHR,SCHR_E000201,Enterprize,Schooner,Wheeler,,,
SCHR,SCHR_E000201,Enterprize,Schooner,Johnson,,,
SCHR,SCHR_E000202,Entire,Schooner,Wainwright,,,
SCHR,SCHR_E000202,Entire,Schooner,Severe,,,
SCHR,SCHR_E000202,Entire,Schooner,,,,
SCHR,SCHR_E000202,Entire,Schooner,Konnter,,,
SCHR,SCHR_E000202,Entire,Schooner,Hull,,,
BRIG,BRIG_E000024,Era,Brig,Baxter,,,
SHIP,SHIP_E000017,Ericsson,Caloric Ship,Sands,,,
BARQ,BARQ_E000011,Erie,Barque,House,,,
SHIP,SHIP_E000018,Erie,Ship,Rouse,,,
SHIP,SHIP_E000018,Erie,Ship,Preble,,,
BARQ,BARQ_E000012,Ernestine,Barque,Giddings,,,
SCHR,SCHR_E000203,Escort,Schooner,,,,
SCHR,SCHR_E000203,Escort,Schooner,Collyer,,,
BOAT,BOAT_E000023,Essex,Boat,,,,
SCHR,SCHR_E000204,Essex,Schooner,Cooper,,,
SCHR,SCHR_E000204,Essex,Schooner,Minor,,,
SCHR,SCHR_E000205,Estelle,Schooner,Davis,,,
SCHR,SCHR_E000206,Ester Sarah,Schooner,Weeks,,,
SHIP,SHIP_E000019,Esther,Ship,Leslie,,,
SCHR,SCHR_E000207,Etale,Schooner,Facemore,,,
BRIG,BRIG_E000025,Etna,Br. Brig,Baxter,,,
SCHR,SCHR_E000208,Eugena,Schooner,,,,
SCHR,SCHR_E000208,Eugena,Schooner,Hicks,,,
SCHR,SCHR_E000209,Eugene,Schooner,Lovell,,,
SCHR,SCHR_E000209,Eugene,Schooner,Parker,,,
SCHR,SCHR_E000209,Eugene,Schooner,Wescut,,,
SCHR,SCHR_E000209,Eugene,Schooner,Sykes,,,
SCHR,SCHR_E000208,Eugenia,Schooner,Hicks,,,
SCHR,SCHR_E000210,Eugenis,Schooner,Mason,,,
BRIG,BRIG_E000026,Europa,Brig,Fraysier,,,
SCHR,SCHR_E000211,Europa,Schooner,Franda,,,
SHIP,SHIP_E000020,Europa,Ship,White,,,
SHIP,SHIP_E000020,Europa,Ship,Wieting,,,
SCHR,SCHR_E000212,Eurotas,Schooner,Trefethen,,,
SCHR,SCHR_E000213,Eva,Schooner,Carwood,,,
SCHR,SCHR_E000213,Eva,Schooner,Garwood,,,
BARQ,BARQ_E000013,Evadne,Barque,Davis,,,
BARQ,BARQ_E000013,Evadne,Barque,,,,
BOAT,BOAT_E000024,Eveline,Boat,,,,
BRIG,BRIG_E000027,Evergreen,Brig,Patingal,,,
BRIG,BRIG_E000027,Evergreen,Brig,Patingale,,,
SCHR,SCHR_E000214,Evergreen,Schooner,Dill,,,
BRIG,BRIG_E000028,Examplar,Brig,Pickles,,,
BRIG,BRIG_E000028,Exampler,Brig,Pickels,,,
SCHR,SCHR_E000215,Excelsior,Schooner,Holmes,,,
SCHR,SCHR_E000215,Excelsior,Schooner,Hadley,,,
SCHR,SCHR_E000215,Excelsior,Schooner,,,,
SCHR,SCHR_E000215,Excelsior,Schooner,Turner,,,
SCHR,SCHR_E000216,Exchange,Schooner,,,,
SCHR,SCHR_E000216,Exchange,Schooner,Sterlin,,,
SCHR,SCHR_E000216,Exchange,Schooner,Hallock,,,
SCHR,SCHR_E000216,Exchange,Schooner,Tarr,,,
BRIG,BRIG_E000028,Exempler,Brig,Pickles,,,
SCHR,SCHR_E000217,Exertion,Schooner,Forvell,,,
SCHR,SCHR_E000217,Exertion,Schooner,,,,
SCHR,SCHR_E000218,Exhibition,Schooner,Forvill,,,
SCHR,SCHR_E000219,Exit,Schooner,Gray,,,
SCHR,SCHR_E000219,Exit,Schooner,Suffolk,,,
SCHR,SCHR_E000219,Exit,Schooner,Gay,,,
SHIP,SHIP_E000021,Expamder,Ship,Foster,,,
SCHR,SCHR_E000220,Expedite,Schooner,Reebe,,,
SCHR,SCHR_E000220,Expedite,Schooner,Beebe,,,
BOAT,BOAT_E000025,Experiment,Boat,,,,
SCHR,SCHR_E000221,Experiment,Schooner,,,,
BARQ,BARQ_E000014,Express,Barque,Stephens,,,
BARQ,BARQ_E000014,Express,Barque,Brown,,,
SCHR,SCHR_E000222,Express,Schooner,Brown,,,
SCHR,SCHR_E000222,Express,Schooner,Stephens,,,
SCHR,SCHR_E000222,Express,Schooner,Carlon,,,
SCHR,SCHR_E000222,Express,Schooner,,,,
SCHR,SCHR_E000222,Express,Schooner,Tyler,,,
SHIP,SHIP_E000022,Express,Ship,,,,
SCHR,SCHR_E000223,Extra,Schooner,Lewis,,,
SCHR,SCHR_E000223,Extra,Schooner,Wilson,,,
SCHR,SCHR_E000223,Extra,Schooner,Wheatly,,,
#N/A,SCHR_F000077,F. A. Hawkins,,Myers,,,
SCHR,SCHR_F000001,F. Arcularius,Schooner,Snow,,,
SCHR,SCHR_F000002,F. Boardman,Schooner,,,,
SCHR,SCHR_F000003,F. Elmir,Schooner,,,,
SCHR,SCHR_F000004,F. F. Randolph,Schooner,Indecutt,,,
SCHR,SCHR_F000004,F. F. Randolph,Schooner,Endicott,,,
#N/A,SCHR_F000004,F. F. Randolph,#N/A,Hazleton,,,
SCHR,SCHR_F000005,F. French,Schooner,Hazleton,,,
SCHR,SCHR_F000006,F. G. Brognard,Schooner,Shutts,,,
SCHR,SCHR_F000007,F. H. Payton,Schooner,Nickerson,,,
SCHR,SCHR_F000007,F. H. Peyton,Schooner,Nickerson,,,
SCHR,SCHR_F000008,F. H. Thompson,Schooner,Nickerson,,,
SCHR,SCHR_F000009,F. J. Brognard,Schooner,McCormick,,,
SCHR,SCHR_F000009,F. J. Brognard,Schooner,Cormick,,,
SCHR,SCHR_F000009,F. J. Brognard,Schooner,Nichols,,,
BOAT,BOAT_F000001,F. J. Wheatley,Boat,,,,
SCHR,SCHR_F000010,F. L. Jones,Schooner,,,,
SCHR,SCHR_F000011,F. Merivin,Schooner,Thomas,,,
SCHR,SCHR_F000011,F. Merwin,Schooner,Thomas,,,
SCHR,SCHR_F000011,F. Merwin,Schooner,Avery,,,
SCHR,SCHR_F000011,F. Merwin,Schooner,,,,
SCHR,SCHR_F000011,F. Merwine,Schooner,Avery,,,
BRIG,BRIG_F000001,F. Nelson,Brig,Hupper,,,
SCHR,SCHR_F000012,F. Nelson,Schooner,Huper,,,
SCHR,SCHR_F000012,F. Nelson,Schooner,Hupper,,,
SCHR,SCHR_F000013,F. Nickerson,Schooner,Gooding,,,
SCHR,SCHR_F000013,F. Nickerson,Schooner,Fulford,,,
SCHR,SCHR_F000013,F. Nickerson,Schooner,Tulford,,,
BOAT,BOAT_F000002,F. Rawdon,Boat,,,,
SCHR,SCHR_F000014,F. Rockhill,Schooner,Corson,,,
SCHR,SCHR_F000015,F. S. Jones,Schooner,Gregory,,,
BRIG,BRIG_F000002,Factor,Brig,Read,,,
BRIG,BRIG_F000002,Factor,Brig,Reed,,,
BRIG,BRIG_F000002,Factor,Brig,,,,
SCHR,SCHR_F000016,Fair America,Schooner,Justice,,,
SCHR,SCHR_F000017,Fair Play,Schooner,Cole,,,
SCHR,SCHR_F000018,Fair Wind,Schooner,Bragg,,,
SHIP,SHIP_F000001,Fair Wind,Ship,Hatch,,,
SHIP,SHIP_F000001,Fair Wind,Ship,Hoyt,,,
SCHR,SCHR_F000019,Fairfax,Schooner,Mott,,,
SCHR,SCHR_F000019,Fairfax,Schooner,Osborn,,,
SCHR,SCHR_F000019,Fairfax,Schooner,Osborne,,,
SCHR,SCHR_F000019,Fairfax,Schooner,Penfield,,,
SCHR,SCHR_F000019,Fairfax,Schooner,Pennfield,,,
SCHR,SCHR_F000019,Fairfax,Schooner,Perry,,,
SCHR,SCHR_F000019,Fairfax,Schooner,Nash,,,
#N/A,SCHR_F000019,Fairfax,#N/A,Mott,,,
#N/A,SCHR_F000019,Fairfax,#N/A,Martin,,,
SCHR,SCHR_F000020,Fairfield,Schooner,Nickerson,,,
SCHR,SCHR_F000020,Fairfield,Schooner,Joyce,,,
BRIG,BRIG_F000003,Fairy,Brig,Welsh,,,
BARG,BARG_F000001,Faith,Barge,,,,
SCHR,SCHR_F000021,Falcon,Schooner,Cole,,,
SCHR,SCHR_F000021,Falcon,Schooner,Dyer,,,
SCHR,SCHR_F000022,Falmouth,Schooner,Creighton,,,
SCHR,SCHR_F000022,Falmouth,Schooner,Thomas,,,
SCHR,SCHR_F000022,Falmouth,Schooner,Lewis,,,
SCHR,SCHR_F000022,Falmouth,Schooner,Warren,,,
SCHR,SCHR_F000022,Falmouth,Schooner,Carter,,,
BARQ,BARQ_F000001,Fame,Barque,Speights,,,
BARQ,BARQ_F000001,Fame,Barque,Speighton,,,
BARQ,BARQ_F000001,Fame,Barque,Kennedy,,,
BARQ,BARQ_F000001,Fame,Barque,,,,
SCHR,SCHR_F000023,Fame,Schooner,Tyler,,,
BARQ,BARQ_F000001,Fame Speight,Barque,,,,
SCHR,SCHR_F000024,Fancy Jackson,Schooner,Reed,,,
BARQ,BARQ_F000002,Fannie,Barque,Spots,,,
SCHR,SCHR_F000025,Fannie,Schooner,Vance,,,
SCHR,SCHR_F000025,Fannie,Schooner,Stokes,,,
SCHR,SCHR_F000025,Fannie,Schooner,,,,
SCHR,SCHR_F000026,Fannie & Matilda,Schooner,Andrew,,,
BARQ,BARQ_F000003,Fannie Crenshaw,Barque,Munson,,,
SCHR,SCHR_F000027,Fannie Currie,Schooner,Dearborn,,,
SCHR,SCHR_F000027,Fannie Currie,Schooner,Rogers,,,
SCHR,SCHR_F000027,Fannie Currie,Schooner,RogersGC,,,
SCHR,SCHR_F000027,Fannie Currie,Schooner,,,,
#N/A,SCHR_F000027,Fannie Currie,,,,,
SCHR,SCHR_F000028,Fannie Fern,Schooner,Briggs,,,
SCHR,SCHR_F000029,Fanny,Schooner,,,,
SCHR,SCHR_F000029,Fanny,Schooner,Maylian,,,
BARQ,BARQ_F000004,Fanny Buck,Barque,"Crockett, L. S.",,,
BARQ,BARQ_F000003,Fanny Crenshaw,Barque,Munson,,,
SCHR,SCHR_F000030,Fanny Crocker,Schooner,Allen,,,
SCHR,SCHR_F000031,Fanny Fern,Schooner,Briggs,,,
SCHR,SCHR_F000031,Fanny Fern,Schooner,,,,
SCHR,SCHR_F000032,Fanny Jackson,Schooner,Reed,,,
SCHR,SCHR_F000032,Fanny Jackson,Schooner,Dishman,,,
SCHR,SCHR_F000032,Fanny Jackson,Schooner,,,,
SCHR,SCHR_F000033,Fanny Mayhew,Schooner,,,,
SCHR,SCHR_F000034,Farmer,Schooner,Shelby,,,
SCHR,SCHR_F000035,Fashion,Schooner,Stacy,,,
SCHR,SCHR_F000035,Fashion,Schooner,Hubbard,,,
SCHR,SCHR_F000036,Faulkenburg,Schooner,Rogers,,,
SCHR,SCHR_F000036,Faulkingburg,Schooner,Rogers,,,
BRIG,BRIG_F000004,Favorite,Br. Brig,Masters,,,
SCHR,SCHR_F000037,Favorite,Schooner,Morse,,,
SCHR,SCHR_F000037,Favorite,Schooner,Bedell,,,
BRIG,BRIG_F000004,Favourite,Br. Brig,Masters,,,
SCHR,SCHR_F000038,Fearless,Schooner,Adams,,,
SCHR,SCHR_F000039,Fedella,Schooner,Corson,,,
SCHR,SCHR_F000040,Federal Hill,Schooner,Wheatley,,,
SCHR,SCHR_F000040,Federal Hill,Schooner,Wheatly,,,
SCHR,SCHR_F000041,Felicity,Schooner,Hammack,,,
SCHR,SCHR_F000042,Fendura,Schooner,,,,
BOAT,BOAT_F000003,Ferebee,Boat,,,,
SCHR,SCHR_F000043,Fertile,Schooner,Hubbard,,,
BARQ,BARQ_F000005,Feverland,Barque,Muller,,,
SCHR,SCHR_F000044,Fidela,Schooner,Gundy,,,
BRIG,BRIG_F000005,Fidelia,Brig,Hicks,,,
BRIG,BRIG_F000005,Fidelia,Brig,Jones,,,
BRIG,BRIG_F000005,Fidelia,Brig,Lowe,,,
SCHR,SCHR_F000044,Fidelia,Schooner,,,,
#N/A,BRIG_F000005,Fidelia,#N/A,Lowe,,,
SCHR,SCHR_F000045,Fides,Schooner,Holmes,,,
SCHR,SCHR_F000046,Fiem,Schooner,Smith,,,
SCHR,SCHR_F000047,Fiora,Schooner,Crosby,,,
SCHR,SCHR_F000048,Firm,Schooner,English,,,
SCHR,SCHR_F000048,Firm,Schooner,Somers,,,
SCHR,SCHR_F000049,Five Boys,Schooner,Haines,,,
SCHR,SCHR_F000049,Five Boys,Schooner,Harris,,,
SCHR,SCHR_F000050,Flavilla,Schooner,Mathews,,,
SCHR,SCHR_F000050,Flavilla,Schooner,Taylor,,,
SCHR,SCHR_F000051,Fleet Wing,Schooner,Douglas,,,
SCHR,SCHR_F000051,Fleet Wing,Schooner,,,,
SHIP,SHIP_F000002,Fleet Wing,Ship,,,,
SCHR,SCHR_F000052,Fleetwood,Schooner,Burr,,,
SCHR,SCHR_F000052,Fleetwood,Schooner,,,,
SCHR,SCHR_F000052,Fleetwood,Schooner,Burrows,,,
SCHR,SCHR_F000053,Fletcher,Schooner,Hess,,,
SCHR,SCHR_F000054,Flight,Schooner,Boothe,,,
SCHR,SCHR_F000054,Flight,Schooner,North,,,
SCHR,SCHR_F000055,Flora,Schooner,Woodford,,,
SCHR,SCHR_F000055,Flora,Schooner,Crosby,,,
SCHR,SCHR_F000055,Flora,Schooner,,,,
SCHR,SCHR_F000056,Flora Armstrong,Schooner,Gibson,,,
SCHR,SCHR_F000057,Florence,Schooner,Walker,,,
SCHR,SCHR_F000057,Florence,Schooner,,,,
SCHR,SCHR_F000057,Florence,Schooner,Peckham,,,
SHIP,SHIP_F000003,Florence Nightingale,Ship,Winston,,,
BARQ,BARQ_F000006,Floresta,Barque,Walsh,,,
BARQ,BARQ_F000007,Florester,Barque,Welch,,,
SCHR,SCHR_F000058,Florida,Schooner,Catlin,,,
SCHR,SCHR_F000058,Florida,Schooner,,,,
SCHR,SCHR_F000058,Florida,Schooner,Tall,,,
BOAT,BOAT_F000004,Flotitla,Boat,,,,
SCHR,SCHR_F000059,Flower,Schooner,Chapin,,,
SCHR,SCHR_F000060,Flowres,Schooner,Brewster,,,
BARQ,BARQ_F000008,Flying Cloud,Barque,,,,
SLOP,SLOP_F000001,Flying Cloud,Sloop,,,,
SHIP,SHIP_F000004,Flying Dragon,Ship,Watson,,,
SHIP,SHIP_F000004,Flying Dragon,Ship,,,,
SHIP,SHIP_F000005,Flying Eagle,Ship,Bates,,,
SCHR,SCHR_F000061,Flying Scud,Schooner,Carmine,,,
BOAT,BOAT_F000005,Flystone,Boat,,,,
SCHR,SCHR_F000062,Foaming Wave,Schooner,Curtis,,,
SCHR,SCHR_F000063,Forest Cole,Schooner,Darion,,,
SCHR,SCHR_F000064,Forest King,Schooner,Kelly,,,
SCHR,SCHR_F000064,Forest King,Schooner,Perry,,,
SHIP,SHIP_F000006,Forest King,Ship,,,,
BRIG,BRIG_F000006,Forester,Brig,Oliver,,,
SCHR,SCHR_F000065,Forrest,Schooner,,,,
SCHR,SCHR_F000065,Forrest,Schooner,Cole,,,
BRIG,BRIG_F000006,Forrester,Brig,Oliver,,,
SHIP,SHIP_F000007,Forrester,Ship,,,,
SCHR,SCHR_F000066,Forward,Schooner,Jones,,,
SCHR,SCHR_F000066,Forward,Schooner,,,,
BRIG,BRIG_F000007,Foster,Brig,,,,
BRIG,BRIG_F000007,Foster,Brig,Crowell,,,
BRIG,BRIG_F000007,Foster,Brig,Baker,,,
SCHR,SCHR_F000067,Four Sisters,Schooner,Norris,,,
SCHR,SCHR_F000067,Four Sisters,Schooner,Perry,,,
SCHR,SCHR_F000067,Four Sisters,Schooner,,,,
SCHR,SCHR_F000067,Four Sisters,Schooner,Robinson,,,
SCHR,SCHR_F000067,Four Sisters,Schooner,Kendell,,,
SCHR,SCHR_F000068,Fox,Schooner,,,,
BOAT,BOAT_F000006,Frances,Boat,,,,
SCHR,SCHR_F000069,Frances,Schooner,Sears,,,
SCHR,SCHR_F000069,Frances,Schooner,French,,,
SCHR,SCHR_F000069,Frances,Schooner,,,,
SCHR,SCHR_F000069,Frances,Schooner,O'Donnel,,,
SCHR,SCHR_F000069,Frances,Schooner,Cornell,,,
SCHR,SCHR_F000070,Frances Ann,Schooner,Kean,,,
SCHR,SCHR_F000071,Frances Burrell,Schooner,Salyear,,,
SCHR,SCHR_F000072,Frances Elmore,Schooner,Smith,,,
SCHR,SCHR_F000073,Frances French,Schooner,Loveland,,,
SCHR,SCHR_F000073,Frances French,Schooner,Hazleton,,,
BOAT,BOAT_F000007,Francis,Boat,,,,
SCHR,SCHR_F000074,Francis,Schooner,Cornell,,,
SCHR,SCHR_F000074,Francis,Schooner,,,,
SCHR,SCHR_F000074,Francis,Schooner,Donnell,,,
SCHR,SCHR_F000075,Francis A. Abbot,Schooner,Smith,,,
SCHR,SCHR_F000076,Francis A. Godwin,Schooner,Fairchild,,,
SCHR,SCHR_F000077,Francis A. Hawkins,Schooner,Cobb,,,
SCHR,SCHR_F000078,Francis Ann,Schooner,Rain,,,
SCHR,SCHR_F000078,Francis Ann,Schooner,Kain,,,
SCHR,SCHR_F000079,Francis B.,Schooner,Connell,,,
BOAT,BOAT_F000008,Francis Bloodgood,Boat,,,,
SCHR,SCHR_F000072,Francis Elmore,Schooner,Smith,,,
SCHR,SCHR_F000073,Francis French,Schooner,Cranmer,,,
BRIG,BRIG_F000008,Francis Jane,Brig,,,,
SHIP,SHIP_F000008,Francis P. Sage,Ship,Ingersoll,,,
SCHR,SCHR_F000080,Frank,Schooner,Britton,,,
SCHR,SCHR_F000080,Frank,Schooner,,,,
SCHR,SCHR_F000080,Frank,Schooner,Belcher,,,
SCHR,SCHR_F000081,Frank C. Simmons,Schooner,Freeman,,,
SCHR,SCHR_F000082,Frank Herbert,Schooner,Mayo,,,
BOAT,BOAT_F000009,Frank Thomas,Boat,,,,
BRIG,BRIG_F000009,Franklin,Brig,Greenleaf,,,
SCHR,SCHR_F000083,Franklin,Schooner,Hutchison,,,
SCHR,SCHR_F000083,Franklin,Schooner,Hutchins,,,
SCHR,SCHR_F000083,Franklin,Schooner,,,,
SCHR,SCHR_F000083,Franklin,Schooner,Drummon,,,
SCHR,SCHR_F000083,Franklin,Schooner,Drummond,,,
SHIP,SHIP_F000009,Franklin,Ship,,,,
SLOP,SLOP_F000002,Franklin,Sloop,Parsons,,,
SCHR,SCHR_F000084,Franklin Bell,Schooner,Tuthill,,,
SCHR,SCHR_F000085,Franklin F. Randolph,Schooner,Indecutt,,,
SCHR,SCHR_F000085,Franklin F. Randolph,Schooner,Inidcutt,,,
BOAT,BOAT_F000010,Franklin Pierce,Boat,,,,
SCHR,SCHR_F000085,Franklin Randolph,Schooner,Hazleton,,,
BRIG,BRIG_F000010,Fred,Brig,Eugenia,,,
SCHR,SCHR_F000086,Fred Eugene,Schooner,Achorn,,,
BRIG,BRIG_F000010,Fred Eugenia,Brig,,,,
SCHR,SCHR_F000086,Frederick Eugene,Schooner,,,,
#N/A,SCHR_F000086,Frederick Eugene,,Achorn,,,
BRIG,BRIG_F000010,Frederick Eugenia,Brig,Trenton,,,
BRIG,BRIG_F000010,Frederick Eugenia,Brig,Achorn,,,
SCHR,SCHR_F000088,Frederick Reed,Schooner,Crosby,,,
SCHR,SCHR_F000088,Frederick Reed,Schooner,Blatchford,,,
SCHR,SCHR_F000088,Frederick Reed,Schooner,Blackford,,,
SCHR,SCHR_F000088,Frederick Reed,Schooner,Reed,,,
SCHR,SCHR_F000088,Frederick Reid,Schooner,Blackford,,,
SCHR,SCHR_F000089,Freedom,Schooner,Baker,,,
BOAT,BOAT_F000002,Freeman Rawdon,Boat,,,,
STMR,STMR_F000001,Freeman Rawdon,Steamer,Townsend,,,
STMR,STMR_F000001,Freeman Rawdon,Steamship,Townsend,,,
STMR,STMR_F000001,Freeman Rawdon,Steamship,,,,
STMR,STMR_F000001,Freeman Rawdon,Steamship,Small,,,
SCHR,SCHR_F000090,French,Schooner,Loveland,,,
SCHR,SCHR_F000091,Friend,Schooner,,,,
SCHR,SCHR_F000091,Friend,Schooner,Hallett,,,
#N/A,SCHR_F000091,Friend,#N/A,Skinner,,,
SCHR,SCHR_F000092,Friendship,Schooner,Millson,,,
SCHR,SCHR_F000092,Friendship,Schooner,Sewart,,,
SCHR,SCHR_F000092,Friendship,Schooner,Taylor,,,
SCHR,SCHR_F000093,Fulton,Schooner,Jacques,,,
SCHR,SCHR_F000093,Fulton,Schooner,Jaques,,,
SCHR,SCHR_F000093,Fulton,Schooner,Jueques,,,
SCHR,SCHR_F000093,Fulton,Schooner,,,,
SCHR,SCHR_F000094,Funny,Schooner,Mayhew,,,
SCHR,SCHR_G000001,G. B. Dickerson,Schooner,Ward,,,
SCHR,SCHR_G000002,G. B. Smith,Schooner,Soper,,,
SCHR,SCHR_G000002,G. B. Smith,Schooner,,,,
SCHR,SCHR_G000003,G. D. and F. R. Shannon,Schooner,,,,
SCHR,SCHR_G000004,G. F. Brown,Schooner,Dukes,,,
BOAT,BOAT_G000001,G. H. Grove,Boat,,,,
SCHR,SCHR_G000005,G. H. Townsend,Schooner,Huchinson,,,
SCHR,SCHR_G000006,G. Harris,Schooner,Gilbert,,,
SCHR,SCHR_G000007,G. Hoffman,Schooner,Marcy,,,
SCHR,SCHR_G000008,G. J. Jones,Schooner,Crowell,,,
SCHR,SCHR_G000009,G. M. Robertson,Schooner,,,,
SCHR,SCHR_G000010,G. P. Taylor,Schooner,Ingersoll,,,
SCHR,SCHR_G000011,G. R. Gixon,Schooner,Ward,,,
SCHR,SCHR_G000012,G. S. King,Schooner,Andrews,,,
SCHR,SCHR_G000002,G. Smith,Schooner,Soper,,,
SCHR,SCHR_G000013,G. T. Cremer,Schooner,Cale,,,
SCHR,SCHR_G000014,G. V. Scott,Schooner,Hubbard,,,
SCHR,SCHR_G000014,G. V. Scott,Schooner,,,,
SCHR,SCHR_G000015,G. W. Bowden,Schooner,Curtis,,,
BRIG,BRIG_G000001,G. W. Deering,Brig,Smith,,,
SCHR,SCHR_G000016,G. W. Glover,Schooner,Thomas,,,
BOAT,BOAT_G000002,G. W. Grove,Boat,,,,
SCHR,SCHR_G000017,G. W. Hoyt,Schooner,,,,
SCHR,SCHR_G000018,G. W. Krebs,Schooner,,,,
SCHR,SCHR_G000019,G. W. Rawley,Schooner,,,,
BOAT,BOAT_G000003,G. W. Riggs,Boat,,,,
SCHR,SCHR_G000020,G. W. Sanders,Schooner,Adams,,,
SCHR,SCHR_G000021,G. W. Whistler,Schooner,Parker,,,
SCHR,SCHR_G000021,"G. W. Whistler, Jr.",Schooner,Parker,,,
BARQ,BARQ_G000001,Gaiour,Br. Barque,Wowell,,,
BRIG,BRIG_G000002,Galena,Brig,Richards,,,
SCHR,SCHR_G000022,Galets,Schooner,Bacon,,,
SCHR,SCHR_G000023,Gallego,Schooner,Nelson,,,
SCHR,SCHR_G000023,Gallego,Schooner,,,,
SCHR,SCHR_G000023,Gallego,Schooner,Smith,,,
SHIP,SHIP_G000001,Gallego,Ship,Wolf,,,
#N/A,SCHR_G000023,Gallego,#N/A,Smith,,,
SCHR,SCHR_G000024,Gallens,Schooner,Smith,,,
BRIG,BRIG_G000003,Gallio,Brig,,,,
SCHR,SCHR_G000025,Galota,Schooner,Bacon,,,
SCHR,SCHR_G000026,Game Cock,Schooner,Wells,,,
SCHR,SCHR_G000027,Gandey,Schooner,Townsend,,,
SHIP,SHIP_G000002,Gauntlett,Ship,Borland,,,
SCHR,SCHR_G000028,Gazelle,Schooner,Marshall,,,
SCHR,SCHR_G000028,Gazelle,Schooner,Hathaway,,,
SCHR,SCHR_G000028,Gazelle,Schooner,Rogers,,,
SCHR,SCHR_G000028,Gazelle,Schooner,,,,
SCHR,SCHR_G000028,Gazelle,Schooner,Allen,,,
SCHR,SCHR_G000029,Gazette,Schooner,Crowell,,,
SCHR,SCHR_G000030,Gelbert Green,Schooner,Fenton,,,
BRIG,BRIG_G000004,Gem,Br. Brig,Macready,,,
SCHR,SCHR_G000031,Gem,Schooner,Crane,,,
#N/A,NULL_G000001,Gem,,,,,
BOAT,BOAT_G000004,Gen. Cass,Boat,,,,
BARQ,BARQ_G000002,Gen. Harrison,Barque,Smith ,,,
BOAT,BOAT_G000005,Gen. Taylor,Boat,,,,
SCHR,SCHR_G000032,General Armstrong,Schooner,Kelsey,,,
BOAT,BOAT_G000006,General Cass,Boat,,,,
SCHR,SCHR_G000033,General Church,Schooner,Rogers,,,
SCHR,SCHR_G000034,General Clinch,Schooner,Baker,,,
BARQ,BARQ_G000003,General Cobb,Barque,,,,
SCHR,SCHR_G000035,General Crane,Schooner,,,,
BOAT,BOAT_G000007,General George Washington,Boat,,,,
BARQ,BARQ_G000002,General Harrison,Barque,Meade,,,
SCHR,SCHR_G000036,General Hersey,Schooner,Sprague,,,
SCHR,SCHR_G000037,General Jonathan Cropper,Schooner,Blockson,,,
BOAT,BOAT_G000008,General Pierce,Boat,,,,
SCHR,SCHR_G000038,General Rumbold,Schooner,Shields,,,
BOAT,BOAT_G000009,General Scott,Boat,,,,
SCHR,SCHR_G000039,General Scott,Schooner,Camp,,,
BOAT,BOAT_G000010,General Taylor,Boat,,,,
SCHR,SCHR_G000040,General Taylor,Schooner,Jones,,,
SCHR,SCHR_G000040,General Taylor,Schooner,Dill,,,
SCHR,SCHR_G000040,General Taylor,Schooner,,,,
SCHR,SCHR_G000040,General Taylor,Schooner,Sayres,,,
SCHR,SCHR_G000040,General Taylor,Schooner,Hunter,,,
SLOP,SLOP_G000001,General Taylor,Sloop,Penn,,,
BOAT,BOAT_G000011,General Tyson,Boat,,,,
BOAT,BOAT_G000012,General Washington,Boat,,,,
SCHR,SCHR_G000041,General Washington,Schooner,Thomas,,,
SCHR,SCHR_G000041,General Washington,Schooner,Camp,,,
SHIP,SHIP_G000003,General Washington,Ship,Lowe,,,
SHIP,SHIP_G000003,General Washington,Ship,Fletcher,,,
SHIP,SHIP_G000003,General Washington,Ship,Berry,,,
SHIP,SHIP_G000003,General Washington,Ship,Graham,,,
SCHR,SCHR_G000042,General William H. Harrison,Schooner,Winget,,,
SCHR,SCHR_G000043,General Worth,Schooner,Travis,,,
SCHR,SCHR_G000043,General Worth,Schooner,Davis,,,
SCHR,SCHR_G000043,General Worth,Schooner,Jones,,,
SCHR,SCHR_G000043,General Worth,Schooner,Travers,,,
SCHR,SCHR_G000043,General Worth,Schooner,Dobbins,,,
SCHR,SCHR_G000043,General Worth,Schooner,Dobins,,,
SCHR,SCHR_G000043,General Worth,Schooner,Reddish,,,
SCHR,SCHR_G000040,General Z. Taylor,Schooner,Jones,,,
SHIP,SHIP_G000004,Geneva,Ship,Tucker,,,
SCHR,SCHR_G000044,Genora Hill,Schooner,Hilt,,,
STMR,STMR_G000001,Geoargeana,Steamer,Travers,,,
SCHR,SCHR_G000045,Geoge W. Grice,Schooner,Palmer,,,
STMR,STMR_G000001,Georgana,Steamer,,,,
