Vessel_CAT_ID,Vessel_ID,Vessel_Name,Vessel_Type,Vessel_Captain,Vessel_Type,Vessel_Category,Abbreviation
BARQ,BARQ_J000001,J. A. Hazard,Barque,Williams,,,
SCHR,SCHR_J000006,J. A. Hazard,Schooner,Williams,,,
BRIG,BRIG_J000001,J. A. Lancaster,Brig,Gifford,,,
BOAT,BOAT_J000001,J. A. Magruder,Boat,,,,
SCHR,SCHR_J000007,J. A. Parsons,Schooner,,,,
SCHR,SCHR_J000008,J. A. Stevens,Schooner,Cook,,,
SCHR,SCHR_J000009,J. A. Stewart,Schooner,Blatter,,,
SCHR,SCHR_J000010,J. A. Tolley,Schooner,Higgins,,,
SCHR,SCHR_J000011,J. A. Ward,Schooner,Robbins,,,
SCHR,SCHR_J000012,J. Achorn,Schooner,Merrill,,,
SCHR,SCHR_J000013,J. B. & F. L.,Schooner,Crammer,,,
SCHR,SCHR_J000013,J. B. & F. L.,Schooner,Brown,,,
SCHR,SCHR_J000013,J. B. & F. L. Pharo,Schooner,,,,
SCHR,SCHR_J000014,J. B. Allen,Schooner,Allen,,,
SCHR,SCHR_J000013,J. B. and F. L.,Schooner,Brown,,,
SCHR,SCHR_J000013,J. B. and F. L.,Schooner,Pharo,,,
SCHR,SCHR_J000013,J. B. and F. L. Brown,Schooner,,,,
SCHR,SCHR_J000013,J. B. and F. L. Cranmr,Schooner,,,,
SCHR,SCHR_J000015,J. B. Austin,Schooner,May,,,
SCHR,SCHR_J000016,J. B. Beckley,Schooner,Wharton,,,
SCHR,SCHR_J000018,J. B. Bickley,Schooner,Henderson,,,
SCHR,SCHR_J000017,J. B. Cramer,Schooner,Cavelier,,,
SCHR,SCHR_J000019,J. B. Cunningham,Schooner,Hall,,,
SCHR,SCHR_J000019,J. B. Cunningham,Schooner,Lukin,,,
SCHR,SCHR_J000019,J. B. Cunningham,Schooner,Daughorty,,,
SCHR,SCHR_J000020,J. B. Dickenson,Schooner,Grandy,,,
SCHR,SCHR_J000020,J. B. Dickerson,Schooner,Gandy,,,
SCHR,SCHR_J000020,J. B. Dickerson,Schooner,Wheaton,,,
SCHR,SCHR_J000020,J. B. Dickerson,Schooner,Wharton,,,
BRIG,BRIG_J000002,J. B. George,Brig,Snow,,,
SCHR,SCHR_J000021,J. B. Holmes,Schooner,Cambell,,,
SCHR,SCHR_J000021,J. B. Holmes,Schooner,,,,
SCHR,SCHR_J000022,J. B. Johnson,Schooner,,,,
SCHR,SCHR_J000023,J. B. Lindsay,Schooner,Clark,,,
SCHR,SCHR_J000024,J. B. Lindsay,Schooner,Crowell,,,
SCHR,SCHR_J000025,J. B. Lindsey,Schooner,Knight,,,
SCHR,SCHR_J000026,J. B. Maitland,Schooner,,,,
SCHR,SCHR_J000027,J. B. Manfier,Schooner,Wallace,,,
SCHR,SCHR_J000028,J. B. Morean,Schooner,Hudson,,,
SCHR,SCHR_J000028,J. B. Moreau,Schooner,Hudson,,,
SCHR,SCHR_J000029,J. B. Myers,Schooner,Cobb,,,
SCHR,SCHR_J000030,J. B. Shafford,Schooner,Gray,,,
SCHR,SCHR_J000030,J. B. Spafford,Schooner,Sooy,,,
SCHR,SCHR_J000031,J. B. Turner,Schooner,Crowell,,,
SCHR,SCHR_J000032,J. B. Urguhart,Schooner,Adams,,,
SCHR,SCHR_J000032,J. B. Urquhart,Schooner,Adams,,,
SCHR,SCHR_J000033,J. Barrett,Schooner,,,,
SCHR,SCHR_J000033,J. Barrett,Schooner,Cobb,,,
SCHR,SCHR_J000034,J. Bertine,Schooner,,,,
SCHR,SCHR_J000035,J. Birdsall,Schooner,Birdsall,,,
SCHR,SCHR_J000035,J. Birdsall,Schooner,Chamberlain,,,
SCHR,SCHR_J000035,J. Birdsall,Schooner,Headly,,,
SCHR,SCHR_J000036,J. Burroughs,Schooner,Cheveral,,,
SCHR,SCHR_J000037,J. C. Adeline,Schooner,Taylor,,,
SCHR,SCHR_J000038,J. C. Banyan,Schooner,Endicut,,,
BOAT,BOAT_J000002,J. C. Breckenridge,Boat,,,,
SCHR,SCHR_J000038,J. C. Bunyan,Schooner,Endicut,,,
SCHR,SCHR_J000038,J. C. Bunyon,Schooner,Endicott,,,
SCHR,SCHR_J000039,J. C. Calhoun,Schooner,Phinney,,,
SCHR,SCHR_J000039,J. C. Calhoun,Schooner,Finney,,,
SCHR,SCHR_J000039,J. C. Calhoun,Schooner,Case,,,
SCHR,SCHR_J000040,J. C. Daughty,Schooner,Murphy,,,
SCHR,SCHR_J000040,J. C. Doughty,Schooner,Murphy,,,
SCHR,SCHR_J000041,J. C. Grice,Schooner,Rogers,,,
SCHR,SCHR_J000042,J. C. Jones,Schooner,Walker,,,
SCHR,SCHR_J000043,J. C. Pettijohn,Schooner,Phelps,,,
SCHR,SCHR_J000044,J. C. Runyan,Schooner,Indicut,,,
SCHR,SCHR_J000044,J. C. Runyan,Schooner,,,,
SCHR,SCHR_J000044,J. C. Runyon,Schooner,Endicott,,,
SCHR,SCHR_J000045,J. Cadwallader,Schooner,Corson,,,
SCHR,SCHR_J000046,J. Cramer,Schooner,,,,
SCHR,SCHR_J000047,J. D. Boyd,Schooner,Matthews,,,
SCHR,SCHR_J000048,J. D. Cramer,Schooner,Cole,,,
SCHR,SCHR_J000048,J. D. Cramer,Schooner,,,,
SLOP,SLOP_J000001,J. D. Wooten,Sloop,Cugins,,,
SLOP,SLOP_J000001,J. D. Wootten,Sloop,Cugins,,,
SCHR,SCHR_J000049,J. Darling,Schooner,Terry,,,
SCHR,SCHR_J000050,J. Delight,Schooner,,,,
SCHR,SCHR_J000051,J. E. Adams,Schooner,Harrison,,,
SCHR,SCHR_J000052,J. E. Cochran,Schooner,Crockett,,,
SCHR,SCHR_J000053,J. E. Edmundson,Schooner,Lefevre,,,
SCHR,SCHR_J000054,J. E. Lee,Schooner,,,,
SCHR,SCHR_J000055,J. E. Roleman,Schooner,Lyne,,,
SCHR,SCHR_J000056,J. F. Brady,Schooner,,,,
SCHR,SCHR_J000057,J. F. Braynard,Schooner,Nichols,,,
SCHR,SCHR_J000057,J. F. Brognard,Schooner,,,,
SCHR,SCHR_J000058,J. F. Carver,Schooner,Rummill,,,
SCHR,SCHR_J000058,J. F. Carver,Schooner,Runnill,,,
SCHR,SCHR_J000059,J. F. Randolph,Schooner,Hazleton,,,
BOAT,BOAT_J000003,J. F. Saylor,Boat,,,,
BOAT,BOAT_J000020,J. F. Thomas,Boat,,,,
BOAT,BOAT_J000015,J. F. Wheatley,Boat,,,,
BOAT,BOAT_J000015,J. F. Wheatly,Boat,,,,
SCHR,SCHR_J000060,J. Ferris,Schooner,,,,
BOAT,BOAT_J000018,J. Fitzpatrick,Boat,,,,
SCHR,SCHR_J000061,J. Forsyth,Schooner,Holmes,,,
SCHR,SCHR_J000062,J. G. Cockey,Schooner,Hooper,,,
SCHR,SCHR_J000063,J. G. Collyer,Schooner,Nickerson,,,
SCHR,SCHR_J000064,J. G. Ferris,Schooner,,,,
SCHR,SCHR_J000065,J. G. Huntington,Schooner,Bowles,,,
BOAT,BOAT_J000017,J. G. Lynn,Boat,,,,
SCHR,SCHR_J000066,J. G. Maypole,Schooner,Herbert,,,
SCHR,SCHR_J000067,J. G. Still,Schooner,Corson,,,
BOAT,BOAT_J000016,J. G. Stone,Boat,,,,
SCHR,SCHR_J000068,J. G. Wright,Schooner,Pierce,,,
SCHR,SCHR_J000068,J. G. Wright,Schooner,,,,
SCHR,SCHR_J000069,J. Garnett,Schooner,Lozier,,,
SCHR,SCHR_J000070,J. H. Auld,Schooner,Feogan,,,
SCHR,SCHR_J000071,J. H. Barnett,Schooner,Worth,,,
SCHR,SCHR_J000071,J. H. Burnett,Schooner,Worth,,,
SCHR,SCHR_J000072,J. H. Caton,Schooner,Catlin,,,
SCHR,SCHR_J000073,J. H. Cator,Schooner,Woolford,,,
SCHR,SCHR_J000073,J. H. Cator,Schooner,Catling,,,
SCHR,SCHR_J000073,J. H. Cator,Schooner,Catlin,,,
SCHR,SCHR_J000073,J. H. Cator,Schooner,,,,
SCHR,SCHR_J000074,J. H. Congdon,Schooner,Hatch,,,
BOAT,BOAT_J000012,J. H. Davis,Boat,,,,
SCHR,SCHR_J000075,J. H. Deputy,Schooner,Winsmore,,,
SCHR,SCHR_J000075,J. H. Deputy,Schooner,Witherton,,,
SCHR,SCHR_J000075,J. H. Deputy,Schooner,Waltham,,,
SCHR,SCHR_J000076,J. H. Hoyt,Schooner,,,,
SCHR,SCHR_J000077,J. H. Huntington,Schooner,Bolles,,,
SCHR,SCHR_J000078,J. H. Jones,Schooner,Parker,,,
BRIG,BRIG_J000003,J. H. Kent,Brig,Reed,,,
BRIG,BRIG_J000003,J. H. Kent,Brig,Kent,,,
SCHR,SCHR_J000079,J. H. Tallman,Schooner,Lynch,,,
SCHR,SCHR_J000080,J. H. Travers,Schooner,Frank,,,
SCHR,SCHR_J000081,J. H. Wainwright,Schooner,Corson,,,
SCHR,SCHR_J000082,J. H. Yeomans,Schooner,Lynch,,,
SCHR,SCHR_J000082,J. H. Yeomans,Schooner,,,,
SCHR,SCHR_J000082,J. H. Youmans,Schooner,Peterson,,,
SCHR,SCHR_J000083,J. Henderson,Schooner,Westcott,,,
SCHR,SCHR_J000084,J. Hinckley,Schooner,,,,
SCHR,SCHR_J000085,J. Holmes,Schooner,Holmes,,,
SCHR,SCHR_J000086,J. House,Schooner,Hutchinson,,,
SCHR,SCHR_J000087,J. Houston,Schooner,Hudson,,,
SCHR,SCHR_J000088,J. Hulse,Schooner,Nahan,,,
BOAT,BOAT_J000023,J. Iglehart,Boat,,,,
SCHR,SCHR_J000089,J. Ingaram,Schooner,Perry,,,
SCHR,SCHR_J000090,J. Ireland,Schooner,Chambers,,,
SCHR,SCHR_J000090,J. Ireland,Schooner,Cramer,,,
SCHR,SCHR_J000090,J. Ireland,Schooner,Stillman,,,
SCHR,SCHR_J000090,J. Ireland,Schooner,Steelman,,,
SCHR,SCHR_J000091,J. J. Barrett,Schooner,,,,
SCHR,SCHR_J000092,J. J. Barrie,Schooner,Patridge,,,
SCHR,SCHR_J000093,J. J. Barril,Schooner,Graves,,,
SCHR,SCHR_J000093,J. J. Barril,Schooner,Patridge,,,
SCHR,SCHR_J000093,J. J. Barrill,Schooner,Price,,,
SCHR,SCHR_J000093,J. J. Barrill,Schooner,Patridge,,,
SCHR,SCHR_J000093,J. J. Barrill,Schooner,,,,
SCHR,SCHR_J000093,J. J. Barrill,Schooner,Patradge,,,
SCHR,SCHR_J000093,J. J. Barrill,Schooner,Partridge,,,
SCHR,SCHR_J000093,J. J. Berell,Schooner,Auld,,,
SCHR,SCHR_J000094,J. J. Hathorn,Schooner,,,,
SHIP,SHIP_J000001,J. J. Hathorn,Ship,Small,,,
SCHR,SCHR_J000095,J. J. Houseman,Schooner,Bush,,,
SCHR,SCHR_J000095,J. J. Houseman,Schooner,,,,
SCHR,SCHR_J000096,J. J. Maypole,Schooner,Wilkins,,,
SCHR,SCHR_J000097,J. J. Taylor,Schooner,Hannen,,,
SCHR,SCHR_J000098,J. L. Borman,Schooner,Woster,,,
SCHR,SCHR_J000099,J. L. Burrill,Schooner,Auld,,,
BARQ,BARQ_J000002,J. L. Davis,Barque,Fairchild,,,
SCHR,SCHR_J000100,J. L. Davis,Schooner,Fairfield,,,
SCHR,SCHR_J000101,J. L. Floyd,Schooner,,,,
SCHR,SCHR_J000102,J. L. Franklin,Schooner,,,,
BOAT,BOAT_J000013,J. L. H. Baker,Boat,,,,
SCHR,SCHR_J000103,J. L. Harned,Schooner,Weaver,,,
SCHR,SCHR_J000104,J. L. Hess,Schooner,,,,
SCHR,SCHR_J000105,J. L. Miller,Schooner,Elliott,,,
SCHR,SCHR_J000106,J. L. Sturges,Schooner,,,,
BOAT,BOAT_J000014,J. L. W. Baker,Boat,,,,
SCHR,SCHR_J000107,J. L. White,Schooner,Corson,,,
SCHR,SCHR_J000108,J. Larkin,Schooner,Gee,,,
SCHR,SCHR_J000109,J. Leaming,Schooner,Godfrey,,,
SCHR,SCHR_J000110,J. M. Bayless,Schooner,Bayless,,,
SCHR,SCHR_J000111,J. M. Ford,Schooner,Shelley,,,
SCHR,SCHR_J000112,J. M. Jewett,Schooner,Williams,,,
SCHR,SCHR_J000113,J. M. Jones,Schooner,Stephens,,,
SCHR,SCHR_J000114,J. M. Parr,Schooner,Smith,,,
SCHR,SCHR_J000115,J. M. Smooth,Schooner,,,,
SCHR,SCHR_J000116,J. M. Wilson,Schooner,,,,
SCHR,SCHR_J000117,J. Marion,Schooner,Fitzhugh,,,
SCHR,SCHR_J000118,J. Marsh,Schooner,,,,
SCHR,SCHR_J000119,J. Mashow,Schooner,,,,
BOAT,BOAT_J000024,J. McCoy,Boat,,,,
SCHR,SCHR_J000120,J. McKee,Schooner,Lee,,,
SCHR,SCHR_J000121,J. Meller,Schooner,,,,
SCHR,SCHR_J000122,J. N. Cooper,Schooner,Lovett,,,
SCHR,SCHR_J000123,J. N. Steele,Schooner,Quinton,,,
SCHR,SCHR_J000124,J. P. Cake,Schooner,,,,
SCHR,SCHR_J000124,J. P. Cake,Schooner,Endicott,,,
BOAT,BOAT_J000008,J. P. Gover,Boat,,,,
BOAT,BOAT_J000008,J. P. Grove,Boat,,,,
BOAT,BOAT_J000008,J. P. Grover,Boat,,,,
SCHR,SCHR_J000125,J. P. King,Schooner,,,,
SCHR,SCHR_J000126,J. P. Loffland,Schooner,Applegate,,,
SCHR,SCHR_J000126,J. P. Lofland,Schooner,Robbins,,,
SCHR,SCHR_J000126,J. P. Lofland,Schooner,Taylor,,,
SCHR,SCHR_J000127,J. P. Loflure,Schooner,Nichols,,,
SCHR,SCHR_J000128,J. P. Loftan,Schooner,Taylor,,,
SCHR,SCHR_J000129,J. P. Pharo,Schooner,Cranmer,,,
SCHR,SCHR_J000130,J. P. Randolph,Schooner,Endicott,,,
BOAT,BOAT_J000019,J. P. Smart,Boat,,,,
SCHR,SCHR_J000131,J. P. Wetherill,Schooner,Linekin,,,
SCHR,SCHR_J000132,J. Predmore,Schooner,Predmore,,,
SCHR,SCHR_J000132,J. Predmore,Schooner,Cranmer,,,
SCHR,SCHR_J000133,J. Prince Jr.,Schooner,Booz,,,
SCHR,SCHR_J000133,"J. Prince, Jr.",Schooner,Booz,,,
SCHR,SCHR_J000134,J. R. Allen,Schooner,Baker,,,
BOAT,BOAT_J000021,J. R. Anawan,Boat,,,,
BOAT,BOAT_J000021,J. R. Annan,Boat,,,,
SCHR,SCHR_J000135,J. R. Cobb,Schooner,Davis,,,
SCHR,SCHR_J000136,J. R. Franklin,Schooner,Townsend,,,
SCHR,SCHR_J000136,J. R. Franklin,Schooner,,,,
SCHR,SCHR_J000137,J. R. Griffith,Schooner,Phillips,,,
SCHR,SCHR_J000137,J. R. Griffith,Schooner,Bunting,,,
SCHR,SCHR_J000137,J. R. Griffith,Schooner,Buntin,,,
#N/A,SCHR_J000137,J. R. Griffith,#N/A,James,,,
SCHR,SCHR_J000138,J. R. Hoyt,Schooner,,,,
SCHR,SCHR_J000139,J. R. Mather,Schooner,Avery,,,
SCHR,SCHR_J000139,J. R. Mather,Schooner,Tuthill,,,
SCHR,SCHR_J000140,J. R. McFee,Schooner,,,,
SCHR,SCHR_J000141,J. R. Stafford,Schooner,,,,
SCHR,SCHR_J000142,J. R. Stoneback,Schooner,Briley,,,
SCHR,SCHR_J000143,J. R. Whildin,Schooner,German,,,
SCHR,SCHR_J000144,J. Randolph,Schooner,Granger,,,
SCHR,SCHR_J000145,J. S. Jones,Schooner,,,,
SCHR,SCHR_J000146,J. S. Lane,Schooner,Cobb,,,
BOAT,BOAT_J000025,J. S. W. Baker,Boat,,,,
SCHR,SCHR_J000147,J. S. Whedbee,Schooner,,,,
SCHR,SCHR_J000148,J. S. Williams,Schooner,Curtis,,,
SCHR,SCHR_J000149,J. S. Wilson,Schooner,Wescot,,,
SCHR,SCHR_J000150,J. Silliman,Schooner,Clum,,,
SCHR,SCHR_J000151,J. Smith,Schooner,Cruser,,,
SCHR,SCHR_J000152,J. Sparks,Schooner,Rogers,,,
SCHR,SCHR_J000153,J. T. Barkalowe,Schooner,,,,
SCHR,SCHR_J000154,J. T. Bertine,Schooner,Soper,,,
SCHR,SCHR_J000154,J. T. Bertine,Schooner,,,,
SCHR,SCHR_J000154,J. T. Bertine,Schooner,Robbins,,,
SCHR,SCHR_J000154,J. T. Bertine,Schooner,Sopher,,,
SCHR,SCHR_J000154,J. T. Bertine,Schooner,Inman,,,
SCHR,SCHR_J000155,J. T. Boyd,Schooner,Matthews,,,
SCHR,SCHR_J000156,J. T. Boyede,Schooner,Mathews,,,
SCHR,SCHR_J000157,J. T. Brady,Schooner,Dockety,,,
SCHR,SCHR_J000157,J. T. Brady,Schooner,Dockerty,,,
SCHR,SCHR_J000157,J. T. Brady,Schooner,Hall,,,
SCHR,SCHR_J000158,J. T. Corner,Schooner,Gibson,,,
SCHR,SCHR_J000159,J. T. Fardy,Schooner,Travis,,,
SCHR,SCHR_J000160,J. T. Frazier,Schooner,,,,
SCHR,SCHR_J000161,J. T. Johnson,Schooner,Crowell,,,
BOAT,BOAT_J000005,J. T. Saylor,Boat,,,,
SCHR,SCHR_J000162,J. T. Stiles,Schooner,Barnerd,,,
SCHR,SCHR_J000163,J. T. Way,Schooner,,,,
SCHR,SCHR_J000164,J. T. Williams,Schooner,Curtis,,,
SCHR,SCHR_J000164,J. T. Williams,Schooner,,,,
SCHR,SCHR_J000165,J. Tarrow,Schooner,Harrison,,,
BOAT,BOAT_J000022,J. Terrell,Boat,,,,
SCHR,SCHR_J000166,J. Tinker,Schooner,Thurston,,,
SCHR,SCHR_J000166,J. Tinker,Schooner,,,,
SCHR,SCHR_J000167,J. Truman,Schooner,Griffin,,,
SCHR,SCHR_J000167,J. Truman,Schooner,Skinner,,,
SCHR,SCHR_J000168,J. W. Allen,Schooner,,,,
SCHR,SCHR_J000169,J. W. Clark,Schooner,,,,
SCHR,SCHR_J000170,J. W. Collyer,Schooner,,,,
SCHR,SCHR_J000171,J. W. Concklin,Schooner,,,,
SCHR,SCHR_J000172,J. W. Franklin,Schooner,,,,
SCHR,SCHR_J000173,J. W. Freeman,Schooner,Elliot,,,
SCHR,SCHR_J000174,J. W. Gandy,Schooner,Townsend,,,
SCHR,SCHR_J000174,J. W. Gandy,Schooner,,,,
SCHR,SCHR_J000175,J. W. Godfrey,Schooner,French,,,
SCHR,SCHR_J000176,J. W. Hale,Schooner,Friend,,,
SCHR,SCHR_J000177,J. W. Houston,Schooner,Hudson,,,
SCHR,SCHR_J000178,J. W. Krebs,Schooner,Emerson,,,
SCHR,SCHR_J000179,J. W. L. Sturges,Schooner,Scott,,,
SCHR,SCHR_J000179,J. W. L. Sturgess,Schooner,Scott,,,
SCHR,SCHR_J000179,J. W. L. Sturgis,Schooner,Scott,,,
SCHR,SCHR_J000180,J. W. Lindsay,Schooner,Crowell,,,
SCHR,SCHR_J000180,J. W. Lindsay,Schooner,Clarke,,,
SCHR,SCHR_J000180,J. W. Lindsey,Schooner,Lewis,,,
SCHR,SCHR_J000180,J. W. Lindsey,Schooner,Clarke,,,
SCHR,SCHR_J000180,J. W. Lindsey,Schooner,Crowell,,,
SCHR,SCHR_J000181,J. W. McKee,Schooner,Willsa,,,
SCHR,SCHR_J000181,J. W. McKee,Schooner,,,,
SCHR,SCHR_J000181,J. W. McKee,Schooner,Satterly,,,
BARQ,BARQ_J000003,J. W. Page,Barque,,,,
SHIP,SHIP_J000002,J. W. Paine,Ship,,,,
SCHR,SCHR_J000182,J. W. Pharo,Schooner,Falkinberg,,,
SCHR,SCHR_J000182,J. W. Pharo,Schooner,,,,
SCHR,SCHR_J000182,J. W. Pharo,Schooner,Foeksbury,,,
SCHR,SCHR_J000182,J. W. Pharo,Schooner,Tokely,,,
SCHR,SCHR_J000182,J. W. Pharo,Schooner,Faulkingbury,,,
SCHR,SCHR_J000182,J. W. Pharo,Schooner,Faulkenberg,,,
SCHR,SCHR_J000182,J. W. Pharo,Schooner,Lett,,,
SCHR,SCHR_J000183,J. W. Prentice,Schooner,Cullington,,,
SCHR,SCHR_J000184,J. W. Roach,Schooner,Johnson,,,
SCHR,SCHR_J000184,J. W. Roach,Schooner,Rogers,,,
SCHR,SCHR_J000184,J. W. Roch,Schooner,Johnson,,,
SCHR,SCHR_J000184,J. W. Roche,Schooner,Johnson,,,
SCHR,SCHR_J000185,J. W. Rumsay & Taylor,Schooner,,,,
SCHR,SCHR_J000186,J. W. Woolston,Schooner,Daffiel,,,
SCHR,SCHR_J000186,J. W. Woolston,Schooner,Crawford,,,
SCHR,SCHR_J000186,J. W. Woolston,Schooner,,,,
SCHR,SCHR_J000187,J. Warren,Schooner,Lozier,,,
BRIG,BRIG_J000004,J. West,Brig,Dyer,,,
#N/A,BRIG_J000004,J. West,#N/A,Ball,,,
SCHR,SCHR_J000188,Jabez L. White,Schooner,Corson,,,
SCHR,SCHR_J000188,Jabez L. White,Schooner,,,,
BRIG,BRIG_J000005,Jachin,Brig,Lunt,,,
SCHR,SCHR_J000189,Jack,Schooner,Hooper,,,
BOAT,BOAT_J000026,Jack Frost,Boat,,,,
STMR,STMR_J000001,Jackson,Steamship,Parrish,,,
SCHR,SCHR_J000190,Jacob & William,Schooner,,,,
SCHR,SCHR_J000191,Jacob Birdsall,Schooner,Birdsall,,,
SCHR,SCHR_J000191,Jacob Birdsall,Schooner,,,,
SCHR,SCHR_J000191,Jacob Birdsall,Schooner,Chamberlain,,,
SCHR,SCHR_J000191,Jacob Birdsill,Schooner,Chamberlain,,,
BOAT,BOAT_J000004,Jacob F. Saylor,Boat,,,,
BOAT,BOAT_J000004,Jacob F. Taylor,Boat,,,,
BRIG,BRIG_J000006,Jacob Groose,Brig,Kompft,,,
BARQ,BARQ_J000004,Jacob Grosse,Bremen Barque,,,,
BARQ,BARQ_J000004,Jacob Grosse,Bremen Barque,Kromplft,,,
BARQ,BARQ_J000004,Jacob Grosse,Bremen Barque,Kompff,,,
BOAT,BOAT_J000006,Jacob J. Saylor,Boat,,,,
BOAT,BOAT_J000007,Jacob T. Taylor,Boat,,,,
BOAT,BOAT_J000007,Jacob Taylor,Boat,,,,
BOAT,BOAT_J000001,James A. Magruder,Boat,,,,
SCHR,SCHR_J000192,James A. Stewart,Schooner,Blatler,,,
SCHR,SCHR_J000192,James A. Stewart,Schooner,Paplaters,,,
SCHR,SCHR_J000192,James A. Stewart,Schooner,Bladders,,,
SCHR,SCHR_J000192,James A. Stewart,Schooner,Stewart,,,
SCHR,SCHR_J000192,James A. Stuart,Schooner,Blatters,,,
SCHR,SCHR_J000193,James Auld,Schooner,Lewis,,,
SCHR,SCHR_J000194,James B. Cunningham,Schooner,Dougherty,,,
SCHR,SCHR_J000195,James Barrett,Schooner,Cobb,,,
BOAT,BOAT_J000027,James Boyce,Boat,,,,
BRIG,BRIG_J000007,James Brown,Brig,Brown,,,
SCHR,SCHR_J000196,James Brown,Schooner,Brown,,,
SCHR,SCHR_J000197,James Buchanan,Schooner,,,,
SCHR,SCHR_J000197,James Buchanan,Schooner,Leeds,,,
SLOP,SLOP_J000002,James Butler,Sloop,Joline,,,
BRIG,BRIG_J000008,James Crosby,Brig,Clifford,,,
SCHR,SCHR_J000198,James E. Price,Schooner,Martin,,,
SCHR,SCHR_J000198,James E. Price,Schooner,Marten,,,
SCHR,SCHR_J000198,James E. Price,Schooner,Partridge,,,
SCHR,SCHR_J000198,James E. Price,Schooner,Burton,,,
SCHR,SCHR_J000198,James E. Price,Schooner,,,,
SCHR,SCHR_J000198,James E. Price,Schooner,Goulder,,,
SCHR,SCHR_J000198,James E. Price,Schooner,Noyes,,,
#N/A,SCHR_J000198,James E. Price,#N/A,Leverton,,,
SCHR,SCHR_J000199,James English,Schooner,Neale,,,
SCHR,SCHR_J000199,James English,Schooner,Neal,,,
SCHR,SCHR_J000200,James Etheridge,Schooner,Edmundson,,,
SCHR,SCHR_J000201,James F. Bertine,Schooner,Soper,,,
BOAT,BOAT_J000028,James F. Essex,Boat,,,,
BOAT,BOAT_J000018,James Fitzpatrick,Boat,,,,
SCHR,SCHR_J000202,James Forsyth,Schooner,Holmes,,,
SCHR,SCHR_J000203,James Guthrie,Schooner,Pittman,,,
SCHR,SCHR_J000204,James H. Auld,Schooner,Bell,,,
SCHR,SCHR_J000205,James H. Caton,Schooner,Catlen,,,
SCHR,SCHR_J000205,James H. Caton,Schooner,Catlin,,,
SCHR,SCHR_J000205,James H. Cator,Schooner,Catlin,,,
SCHR,SCHR_J000205,James H. Cator,Schooner,,,,
SCHR,SCHR_J000206,James H. Deputy,Schooner,Winsmore,,,
SCHR,SCHR_J000206,James H. Deputy,Schooner,Weightman,,,
SCHR,SCHR_J000207,James H. Etheridge,Schooner,Edmunson,,,
SCHR,SCHR_J000208,James Hand,Schooner,Parker,,,
SCHR,SCHR_J000208,James Hand,Schooner,,,,
SCHR,SCHR_J000208,James Hand,Schooner,Parsons,,,
SCHR,SCHR_J000209,James Haslett,Schooner,Cromwell,,,
SCHR,SCHR_J000210,James Henry,Schooner,Leighton,,,
SCHR,SCHR_J000211,James House,Schooner,Hutchison,,,
SCHR,SCHR_J000211,James House,Schooner,Spragg,,,
SCHR,SCHR_J000211,James House,Schooner,Sprague,,,
SHIP,SHIP_J000003,James Hovey,Ship,Robinson,,,
SCHR,SCHR_J000212,James Hutchinson,Schooner,Brown,,,
STMR,STMR_J000002,James Jerome,Steamer,Jerome,,,
BOAT,BOAT_J000029,James K. Polk,Boat,,,,
SCHR,SCHR_J000213,James K. Stoneback,Schooner,Eisely,,,
BARQ,BARQ_J000002,James L. Davis,Barque,,,,
SCHR,SCHR_J000214,James L. Sturges,Schooner,Scott,,,
SCHR,SCHR_J000215,James Larkin,Schooner,McKown,,,
SCHR,SCHR_J000216,James M. Bayles,Schooner,Thompson,,,
SCHR,SCHR_J000216,James M. Baylis,Schooner,Thompson,,,
SCHR,SCHR_J000216,James M. Bayliss,Schooner,Bayliss,,,
SCHR,SCHR_J000217,James M. Kee,Schooner,Saterly,,,
BOAT,BOAT_J000001,James Magruder,Boat,,,,
BRIG,BRIG_J000009,James Marston,Brig,Young,,,
SCHR,SCHR_J000218,James Mather,Schooner,,,,
SCHR,SCHR_J000219,James McGee,Schooner,Gallagher,,,
BOAT,BOAT_J000001,James McGruder,Boat,,,,
#N/A,NULL_J000001,James Miller,,Paine,,,
SCHR,SCHR_J000220,James Nelson,Schooner,Cramner,,,
SCHR,SCHR_J000221,James Otis,Schooner,,,,
SCHR,SCHR_J000222,James P. Lofland,Schooner,Robbins,,,
SCHR,SCHR_J000223,James Parker,Schooner,,,,
SCHR,SCHR_J000223,James Parker,Schooner,Crosby,,,
SCHR,SCHR_J000224,"James Parker, Sr.",Schooner,Cubbie,,,
SCHR,SCHR_J000225,James Porter,Schooner,Freeman,,,
SCHR,SCHR_J000226,James R. Griffeth,Schooner,Bunting,,,
SCHR,SCHR_J000228,James R. Griffith,Schooner,Jackson,,,
SHIP,SHIP_J000004,James Ray,Ship,Tinsley,,,
SCHR,SCHR_J000227,James Sparks,Schooner,Amminick,,,
SCHR,SCHR_J000229,James Steel,Schooner,Bailey,,,
SCHR,SCHR_J000229,James Steele,Schooner,Bailey,,,
SCHR,SCHR_J000229,James Steele,Schooner,Bayley,,,
SCHR,SCHR_J000229,James Steele,Schooner,Travis,,,
SCHR,SCHR_J000229,James Steele,Schooner,Norton,,,
SCHR,SCHR_J000229,James Steele,Schooner,Martin,,,
SCHR,SCHR_J000230,James Stewart,Schooner,Stewart,,,
SCHR,SCHR_J000231,James T. Bartine,Schooner,Inman,,,
SCHR,SCHR_J000231,James T. Bertine,Schooner,Soper,,,
