Entry_ID,Source_ID,Type,Event_Date,Event_Type,Location_Depart_From,Location_Memo,Location_Arrive_To,Vessel_Name,Vessel_Type,Vessel_Additional_Description,Freight,Merchant_From_(By),Merchant_To,ADDITIONAL NOTES
A00000182,AG_18500903,Marine,1850-09-01,Arrival,ME-Eastport,,VA-Alex,Ridcont,Brig,Smith,plaister,,Cazenove,also carried laths and fish to Cazenove
A00000183,AG_18500906,Marine,1850-09-05,Arrival,ME-Eastport,,VA-Alex,Zoara,Brig,Hardy,plaister,,Cazenove,also carried lumber and fish to Cazenove
A00000184,AG_18500906,Marine,1850-09-05,Arrival,NB-StJohn,,VA-Alex,Emily,Br. Brig,Fritz,plaister,,Cazenove,also carried lumber to Cazenove
A00000185,AG_18500906,Canal,1850-09-05,Departure,VA-Alex,,VA-Shepherdstown,Neptune,Boat,,plaister,Fowle,,"""Boat Neptune, for Shepherdstown, Williamsport, Bath, and Hancock, with plaister and sack salt from Fowle & Co., groceries &c., from McVeigh Bro. & Co., and dry goods from Brent & Bryan, and sundries from sundry persons."
A00000186,AG_18500907,Canal,1850-09-06,Departure,VA-Alex,,MD-Hancock,Eagle,Boat,,plaister,Fowle,,"also carried groceries, boots, shoes, hats, &c., from McVeigh Bro. & Co., queensware from Hugh Smith & Co., hardware from James A. English and dry goods from Brent & Bryan, and Gregory & Adams"
A00000187,AG_18500912,Canal,1850-09-11,Departure,VA-Alex,,MD-Sharpsburg,Benjamin Franklin,Boat,,plaister,Cazenove,,"""Boat Ben Franklin, groceries, &c. for Sharpsburg, Reedysville, and Williamsport from McVeigh, Bro. & Co.; groceries fro Sharpsburg from Wm. Bayne; plaster from Cazenove & Co., and plaster for Williamsport from T. M. McCormick."""
A00000188,AG_18500912,Canal,1850-09-11,Departure,VA-Alex,,VA-Leesburg,General Washington,Boat,,plaister,Fowle,,"also carried groceries, &c. from McVeigh Bro. & Co., and groceries for Belmont from Wm. Bayne"
A00000189,AG_18500918,Canal,1850-09-17,Departure,VA-Alex,,MD-ClearSpring,Neptune,Boat,,plaister,Fowle,,"plaister and salt from Fowle & Co., and groceries, &c. for Clear Spring and Hancock, from McVeigh, Bro. & Co."
A00000190,AG_18500918,Canal,1850-09-17,Departure,VA-Alex,,MD-Williamsport,Pennsylvania,Boat,,plaister,Fowle,,"plaister and salt from Fowle & Co., and groceries, &c. for Williamsport and Harper's Ferry, from McVeigh, Bro. & Co."
A00000191,AG_18500918,Canal,1850-09-17,Departure,VA-Alex,,VA-HarpFrry,Wells A. Haper,Boat,,plaister,Lam-McK,,also carried groceries from McVeigh Bro. & Co.
A00000192,AG_18500924,Marine,1850-09-23,Arrival,NS-Windsor,,VA-Alex,Windsor,Br. Schooner,Francis,plaister,,Fowle,
A00000193,AG_18500925,Canal,1850-09-24,Departure,VA-Alex,,VA-Leesburg,General Washington,Boat,,plaister,Fowle,,"""Boat Gen. Washington, with plaister and salt from Fowle & Co., hardware from James A. English, lumber from Waters & Zimmerman, Smoot & Uhler, and James Green, gorceries, boots and shoes, from McVeigh Bro. & Co., groceries from J. Newton Harper, queensware from Robert H. Miller, dry goods from Berkley & Harper, for Leesburg, Virginia, groceries from Wm. Bayne, for Pleasant Valley, and Elizabeth Mills"
A00000194,AG_18500926,Marine,1850-09-25,Arrival,NB-StJohn,,VA-Alex,Gem,Br. Brig,Macready,plaister,,Cazenove,also carried lumber to Cazenove
A00000195,AG_18501014,Canal,1850-10-14,Departure,VA-Alex,,MD-Cumb,Pacific,Boat,,plaister,Smith-DB,,"also carried sald and sundries from D. B. Smith, and groceries for Green Spring Depot from William Bayne"
A00000196,AG_18501015,Canal,1850-10-14,Departure,VA-Alex,,MD-Hancock,Neptune,Boat,,plaister,Fowle,,"Boat Nepture, Hancock, groceries, boots, shoes, hats, &c., from McVeigh Bro. & Co., and salt and plaister from Fowle & Co., dry goods from Brent & Bryan, queensware from R. H. Miller, and hardware from Jas. A. English."
A00000197,AG_18501017,Marine,1850-10-16,Arrival,ME-Eastport,,VA-Alex,D. Phillips,Schooner,Small,plaister,,Cazenove,also carried lumber and fish to Cazenove
A00000198,AG_18501026,Marine,1850-10-24,Arrival,NB-StJohn,,VA-Alex,P. I. Nevius,Br. Brig,Boddie,plaister,,Fowle,also carried lumber to Fowle
A00000199,AG_18501104,Marine,1850-11-02,Arrival,NB-StJohn,,VA-Alex,Emily,Br. Brig,Fritz,plaister,,Cazenove,also carried lumber to Cazenove
A00000200,AG_18501112,Marine,1850-11-11,Arrival,MA-Boston,,VA-Alex,Galena,Brig,Richards,plaister,,Smith-DB,"also carried salt, fish, and oil to D. B. Smith"
A00000201,AG_18501115,Canal,1850-11-14,Departure,VA-Alex,,VA-HarpFrry,Hugh Smith,Boat,,plaister,Fowle,,also carried groceries from Wm. Bayne
A00000202,AG_18501115,Canal,1850-11-14,Departure,VA-Alex,,MD-Cumb,Southampton,Boat,,plaister,Smith-DB,,also carried fish from D. B. Smith
A00000203,AG_18501123,Marine,1850-11-22,Arrival,MA-Boston,,VA-Alex,Yucatan,Brig,Baker,plaister,,Smith-DB,also carried fish and hay to D. B. Smith
A00000204,AG_18501123,Marine,1850-11-22,Arrival,MA-Newburyport,,VA-Alex,Fulton,Schooner,Jacques,plaister,,Fowle,"also carried fish, apples, and onions to Fowle"
A00000205,AG_18501126,Canal,1850-11-25,Departure,VA-Alex,,MD-Cumb,Atlantic,Boat,,plaister,Smith-DB,,
A00000206,AG_18501126,Canal,1850-11-20,Arrival,VA-Alex,,MD-Cumb,Southampton,Boat,Taylor,plaister,Smith-DB,McKaigAgnew,
A00000207,AG_18501130,Canal,1850-11-29,Arrival,COCanal-70,,VA-Alex,Captain Walker,Boat,,limestone,,Thomas-Dyer,
A00000208,AG_18501130,Canal,1850-11-29,Departure,VA-Alex,,MD-Cumb,Delaware,Boat,,plaister,Smith-DB,,
A00000209,AG_18501210,Marine,1850-12-09,Arrival,NB-StJohn,,VA-Alex,Pilgrim,Br. Brig,Baxter,plaister,,Cazenove,also carried lumber to Cazenove
A00000210,AG_18501223,Marine,1850-12-21,Arrival,MA-Boston,,VA-Alex,Foster,Brig,Crowell,plaister,,Smith-DB,also carried mackerel to D. B. Smith
A00000211,AG_18501230,Canal,1850-12-28,Departure,VA-Alex,,MD-Cumb,Delaware,Boat,,plaister,Smith-DB,,
A00000212,AG_18501230,Canal,1850-12-28,Departure,VA-Alex,,MD-Cumb,Westmoreland,Boat,,plaister,Smith-DB,,
A00000216,AG_18510110,Marine,1851-01-09,Arrival,NB-StJohn,,VA-Alex,P. I. Nevius,Br. Brig,Boddie,plaister,,Fowle,also carried lumber to Fowle
A00000217,AG_18510110,Marine,1851-01-09,Arrival,ME-Eastport,,VA-Alex,Belle,Brig,Langthorn,plaister,,Cazenove,also carried laths and pickets to Cazenove
A00000218,AG_18510116,Marine,1851-01-15,Arrival,MA-Boston,,VA-Alex,J. C. Calhoun,Schooner,Case,plaister,,Lam-McK,
A00000219,AG_18510118,Marine,1851-01-17,Arrival,NS-Windsor,,VA-Alex,Commerce,Br. Brig,Card,plaister,,Lam-McK,
A00000220,AG_18510208,Marine,1851-02-07,Arrival,MA-Boston,,VA-Alex,Foster,Brig,Crowell,plaister,,Lam-McK,
A00000221,AG_18510208,Marine,1851-02-07,Arrival,ME-Eastport,,VA-Alex,Mary P. Whiting,Schooner,Greenlow,plaister,,Lam-McK,also carried laths to Lamber & McKenzie
A00000222,AG_18510211,Marine,1851-02-10,Arrival,ME-Eastport,,VA-Alex,Norfolk,Brig,Pendleton,plaister,,Fowle,also carried lumber to Fowle; lost the deck load
A00000223,AG_18520721,Marine,1852-07-20,Arrival,ME-Eastport,,VA-Alex,Triad,Brig,Gorham,plaister,,Cazenove,also carried lumber to Cazenove
A00000224,AG_18520721,Marine,1852-07-20,Arrival,ME-Eastport,,VA-Alex,Norfolk,Brig,Pendleton,plaister,,Fowle,also carried laths to Fowle
A00000225,AG_18520722,Marine,1852-07-21,Arrival,NB-StJohn,,VA-Alex,P. I. Nevius,Br. Brig,Boddie,plaister,,Fowle,
A00000226,AG_18520816,Marine,1852-08-14,Arrival,PE-Callao,,VA-Alex,Earl of Lonsdale,Br. Ship,Hughes,guano,,Fowle,"Br. Ship Earl of Lonsdale, Hughes, Callao, 120 days to the Capes, guano to Fowle & Co."
A00000227,AG_18520819,Marine,1852-08-18,Arrival,PE-Callao,,VA-Alex,Amphitrite,Barque,,guano,,Washington,"Barque Amphitrite, Callao, 104 days to the Capes, guano for Washington"
A00000228,AG_18520821,Canal,1852-08-20,Departure,VA-Alex,,MD-Hancock,D. J. McCoy,Boat,,plaister,Fowle,,"also carried salt from Fowle, and groceries, shoes, &c. for Boonsboro, Williamsport, and Hancock, Md., from McVeigh, Harper 7 Chamberlain, dry goods from Bryan, Adams, & Co, hardware from James A. English & Co."
A00000229,AG_18520823,Canal,1852-08-21,Departure,VA-Alex,,MD-Cumb,J. R. Annan,Boat,,plaister,ViolettRG,,
A00000230,AG_18520830,Marine,1852-08-30,Arrival,ME-Eastport,,VA-Alex,Itaska,Brig,Parrott,plaister,,Cazenove,
A00000231,AG_18520830,Marine,1852-08-30,Arrival,NB-StJohn,,VA-Alex,Josephine,Br. Schooner,Fritz,plaister,,Cazenove,
A00000232,AG_18520830,Marine,1852-08-30,Arrival,ME-Eastport,,VA-Alex,Alice Mowe,Schooner,Pike,plaister,,Fowle,also carried laths to Fowle
A00000233,AG_18520904,Marine,1852-09-03,Arrival,ME-Eastport,,VA-Alex,Wheaton,Brig,Wooster,plaister,,Cazenove,
A00000234,AG_18520906,Canal,1852-09-03,Departure,VA-Alex,,MD-Williamsport,A. Leiter,Boat,,plaister,ViolettRG,,
A00000235,AG_18520906,Canal,1852-09-03,Departure,VA-Alex,,MD-Williamsport,J. R. Annan,Boat,,plaister,ViolettRG,,
A00000236,AG_18520906,Canal,1852-09-03,Departure,VA-Alex,,MD-Williamsport,Robert G. Violett,Boat,,plaister,ViolettRG,,
A00000237,AG_18520909,Marine,1852-09-08,Arrival,PE-Chincha,,VA-Alex,Europa,Ship,White,guano,,Fowle,"Ship Europa, White, Chincha Islands, guano to Fowle & Co."
A00000238,AG_18520909,Marine,1852-09-08,Arrival,NB-StJohn,,VA-Alex,Iris Gum,Schooner,,plaister,,Cazenove,
A00000239,AG_18520911,Marine,1852-09-10,Arrival,NB-StJohn,,VA-Alex,P. I. Nevius,Br. Brig,Boddie,plaister,,Fowle,
A00000240,AG_18520914,Canal,1852-09-13,Departure,VA-Alex,,MD-Williamsport,Salome Clarke,Boat,,guano,McV-Harp-Chamb,,"""guano, &c."""
A00000241,AG_18520914,Canal,1852-09-13,Departure,VA-Alex,,MD-Boonsboro,Colonel Crockett,Boat,,guano,McV-Harp-Chamb,,
A00000242,AG_18520928,Marine,1852-09-27,Arrival,NY-NewYork,,VA-Alex,Northern Light,Schooner,Bayliss,guano,,Masters,
A00000243,AG_18521004,Marine,1852-10-02,Arrival,NS-Windsor,,VA-Alex,Relief,Br. Schooner,Johnston,plaister,,Cazenove,
A00000244,AG_18521009,Marine,1852-10-08,Arrival,ME-Eastport,,VA-Alex,Antonio Overnet,Brig,Benson,plaister,,Cazenove,also carried laths to Cazenove
A00000245,AG_18521009,Marine,1852-10-08,Arrival,ME-Eastport,,VA-Alex,Brookline,Brig,Ellingwood,plaister,,Fowle,also carried fish to Fowle
A00000246,AG_18521028,Marine,1852-10-27,Arrival,ME-Eastport,,VA-Alex,Woodwell,Schooner,Pattengall,plaister,,Fowle,also carried fish and laths to Cazenove
A00000247,AG_18521028,Marine,1852-10-27,Arrival,ME-Eastport,,VA-Alex,Alice Mowe,Schooner,Pike,plaister,,Fowle,also carried fish to Fowle
A00000248,AG_18521028,Marine,1852-10-26,Memoranda,PE-Callao,VA-HamptonRoads,VA-Alex,Mary Funcan,Barque,,guano,,Masters,
A00000249,AG_18521030,Marine,1852-10-29,Arrival,NS-Windsor,,VA-Alex,Etna,Br. Brig,Baxter,plaister,,Cazenove,
A00000250,AG_18521030,Marine,1852-10-29,Arrival,MD-Baltimore,,VA-Alex,Joseph Colquitt,Schooner,,guano,,Thomas-Dyer,
A00000251,AG_18521030,Marine,1852-10-28,Memoranda,PE-Callao,VA-HamptonRoads,VA-Alex,Jacob Grosse,Bremen Barque,,guano,,,
A00000252,AG_18521104,Marine,1852-11-03,Arrival,PE-Callao,,VA-Alex,Jacob Grosse,Bremen Barque,Kromplft,guano,,MastersSS-Son,"Bremen Brig Jacobe Grosse, Kromplft, 137 days from Callao, guano to S. S. Masters & Son."
A00000253,AG_18521111,Canal,1852-11-10,Departure,VA-Alex,,VA-HarpFrry,Ida,Boat,,plaister,Fowle,,
A00000254,AG_18521112,Canal,1852-11-11,Departure,VA-Alex,,MD-Cumb,William Allen,Boat,,plaister,McCormick-J,,also carried fish and salt
A00000255,AG_18521112,Canal,1852-11-11,Departure,VA-Alex,,MD-Cumb,Caroline Landsdale,Boat,,plaister,McCormick-J,,also carried fish and salt
A00000256,AG_18521112,Marine,1852-11-11,Arrival,ME-Portland,,VA-Alex,Cambridge,Schooner,York,plaister,,Lam-McK,
A00000257,AG_18521123,Marine,1852-11-22,Arrival,ME-Eastport,,VA-Alex,Emma,Brig,Carpenter,plaister,,Cazenove,"""Brig Emma, Carpenter, Eastport, lumber and calcined plaister to Cazenove & Co."""
A00000001,AG_18530104,Marine,1853-01-03,Arrival,MA-Boston,,VA-Alex,Silas F. Hand,Schooner,Kelly,plaister,,Master,also carried laths
A00000002,AG_18530112,Marine,1853-01-04,Memoranda,VA-Alex,VA-NewPoint,NC-NewBern,Kentucky,Schooner,Mackay,lime,,,"The schooner Kentucky, Mackay, of and for Newbern, N.C., with a cargo of lime, from this port, went ashore on Tuesday morning week, near New Point. Soon after the vessel took fire from the lime and was entirely destroyed."
A00000003,AG_18530125,Marine,1853-01-24,Arrival,ME-Eastport,,VA-Alex,Maria Jane,Schooner,Sumner,plaister,,Cazenove,also carried laths to Cazenove
A00000004,AG_18530125,Marine,1853-01-24,Arrival,NULL,,VA-Alex,Flora,Schooner,Crosby,plaister,,Fowle,
A00000005,AG_18530127,Marine,1853-01-26,Arrival,ME-Eastport,,VA-Alex,Nora,Brig,Jordan,plaister,,Fowle,also carried laths to Fowle & Co.
A00000006,AG_18530129,Marine,1853-01-28,Arrival,ME-Eastport,,VA-Alex,Marietta,Brig,Shackford,plaister,,Fowle,
A00000258,AG_18531025,Marine,1853-10-24,Arrival,ME-Eastport,,VA-Alex,Whitaker,Brig,Moonan,plaister,,Fowle,
A00000259,AG_18531029,Marine,1853-10-28,Arrival,NB-StJohn,,VA-Alex,Josephine,Br. Schooner,Fritz,plaister,,Cazenove,
A00000007,AG_18531101,Marine,1853-10-31,Arrival,NB-StJohn,,VA-Alex,P. I. Nevius,Br. Brig,Boddie,plaister,,Fowle,
A00000008,AG_18531110,Marine,1853-11-09,Arrival,NB-StJohn,,VA-Alex,William Wallace,Br. Schooner,Hull,plaister,,Cazenove,
A00000009,AG_18531110,Marine,1853-11-09,Arrival,ME-Eastport,,VA-Alex,Maria Jane,Schooner,Small,plaister,,Master,also carried laths to Master
A00000010,AG_18531111,Marine,1853-11-10,Arrival,MA-Newburyport,,VA-Alex,Fulton,Schooner,Jacques,plaister,,Master,"also carried codfish, apples, and onions to Master"
A00000011,AG_18531116,Marine,1853-11-15,Arrival,PE-Chincha,,VA-Alex,Wm. H. Harbeck,Ship,Marshall,guano,,Fowle,"reports having spoken in latitude about 24-degrees N., longitude 56 36, Brig Royal, Southwick, Edward Stilghen, 24 days out from Jacksonvile, bound for Barbados."
A00000012,AG_18531119,Marine,1853-11-18,Arrival,MA-Boston,,VA-Alex,A. Devereux,Schooner,Sullivan,plaister,,How-Poor,
A00000013,AG_18531123,Marine,1853-11-22,Arrival,,,VA-Alex,J. R. Griffith,Schooner,Phillips,guano,,Wheat-Bros,
A00000014,AG_18531129,Marine,1853-11-28,Arrival,MA-Boston,,VA-Alex,Express,Schooner,Brown,plaister,,How-Poor,
A00000015,AG_18531201,Marine,1853-11-30,Arrival,MA-Salem,,VA-Alex,Russell,Brig,Poythress,plaister,,Thomas-Dyer,
A00000016,AG_18531205,Marine,1853-12-03,Arrival,MA-Boston,,VA-Alex,L. H. Nickerson,Schooner,Chase,plaister,,Fowle,also carried steam engines and mill machinery to Alexandria Flour Mill Co.
A00000017,AG_18531224,Marine,1853-12-22,Arrival,PE-Chincha,,VA-Alex,Lone Star,Barque,Boutelle,guano,,,
A00000018,AG_18531224,Marine,1853-12-22,Arrival,PE-Chincha,,VA-Alex,Express,Barque,Stephens,guano,,,"112 days out, experienced very heavy weather outside"
A00000260,AG_18551010,Canal,1855-10-09,Departure,VA-Alex,,MD-NolandsFerry,Sarah Ann,Boat,,guano,Powell-C,,
A00000261,AG_18551010,Marine,1855-10-09,Departure,VA-Alex,,MD-Pomonkey,Elena,Sloop,Everett,guano,Powell-C,,
A00000262,AG_18551020,Marine,1855-10-19,Arrival,PA-Philly,,VA-Alex,Remittance,Schooner,Elloy,guano,,Fowle,
A00000263,AG_18551113,Marine,1855-11-12,Arrival,NS-Windsor,,VA-Alex,Alamode,Brig,Crocker,plaister,,Cazenove,
A00000264,AG_18551208,Marine,1855-12-07,Departure,VA-Alex,,VA-Rappahannock,A. D. Pitts,Schooner,Price,lime,Harp-Boush,,
A00000265,AG_18560613,Marine,1856-06-12,Arrival,MA-Boston,,VA-Alex,Yankee Doodle,Schooner,Hall,plaister,,CCIC,
A00000266,AG_18560704,Marine,1856-07-03,Arrival,"Esmeralda, Venezuela",,VA-Alex,Charles Miller,Brig,Brewer,guano,,Fowle,
A00000267,AG_18560714,Marine,1856-07-12,Arrival,PA-Philly,,VA-Alex,S. G. King,Schooner,Andrew,guano,,Fowle,
A00000268,AG_18610406,Marine,1861-04-05,Arrival,ME-Portland,,VA-Alex,Village Queen,Schooner,Hawkins,plaister,,Cazenove,also carried potatoes to Fowle
A00000269,AG_18610412,Canal,1861-04-11,Arrival,,,VA-Alex,Mary A. Flanigan,Boat,,limestone,,Smith-Th,
A00000270,AG_18540103,Marine,1854-01-02,Arrival,MA-Newburyport,,VA-Alex,Fulton,Schooner,,plaister,,master,also carried fish and onions to master
A00000271,AG_18540216,Marine,1854-02-15,Arrival,PE-Chincha,,VA-Alex,Gaiour,Br. Barque,Wowell,guano,,Masters,"""Br. Barque Gaiour, Wowell, Chincha Islands, Oct. 24, guano to S. S. Masters & Son."""
A00000272,AG_18540225,Marine,1854-02-24,Memoranda,PE-Chincha,VA-AlexBelow,VA-Alex,Princess Alice,Br. Ship,,guano,,Masters,"""BELOW-- Br. Ship Princess Alice, from Chincha Islands, with a cargo of guano to S. S. Masters & Son."""
A00000273,AG_18540325,Marine,1854-03-24,Arrival,ME-Eastport,,VA-Alex,J. L. Borman,Schooner,Woster,plaister,,Fowle,
A00000274,AG_18540330,Marine,1854-03-29,Arrival,ME-Eastport,,VA-Alex,Maria Jane,Schooner,Small,plaister,,Master,"also carried laths, &c. to Master"
A00000275,AG_18540408,Marine,1854-04-07,Arrival,MA-Salem,,VA-Alex,J. Truman,Schooner,Griffin,plaister,,McKenzie,
A00000276,AG_18540420,Marine,1854-04-19,Memoranda,PE-Callao,VA-AlexBelow,VA-Alex,May Flower,Ship,Wood,guano,,,"""BELOW-- Ship May Flower, Wood, from Callao, with guano for this port."""
A00000277,AG_18540426,Marine,1854-04-22,Memoranda,PE-Callao,VA-HamptonRoads,VA-Alex,Beatrice,Ship,,guano,,,"""Ships Beatrice, St. Thomas, and Scotland, from Callao, with guano for this port, in Hampton Roads, 22nd inst."""
A00000278,AG_18540426,Marine,1854-04-22,Memoranda,PE-Callao,VA-HamptonRoads,VA-Alex,St. Thomas,Ship,,guano,,,"""Ships Beatrice, St. Thomas, and Scotland, from Callao, with guano for this port, in Hampton Roads, 22nd inst."""
A00000279,AG_18540426,Marine,1854-04-22,Memoranda,PE-Callao,VA-HamptonRoads,VA-Alex,Scotland,Barque,,guano,,,"""Ships Beatrice, St. Thomas, and Scotland, from Callao, with guano for this port, in Hampton Roads, 22nd inst."""
A00000280,AG_18540428,Marine,1854-04-27,Arrival,ME-Eastport,,VA-Alex,Montezuma,Schooner,Richardson,plaister,,Fowle,
A00000281,AG_18540502,Marine,1854-05-01,Arrival,PE-Chincha,PE-Callao,VA-Alex,Beatrice,Ship,Rogers,guano,,Masters,"""Ship Beatrice, Rogers, Chincha Islands, via Callao, January 26, guano to S. S. Masters & Son.)"
A00000282,AG_18540502,Marine,1854-05-01,Arrival,PE-Chincha,,VA-Alex,Scotland,Barque,,,,FitzCoyle,
A00000283,AG_18540502,Marine,1854-05-01,Arrival,MA-Newburyport,,VA-Alex,Fulton,Schooner,Jacques,plaister,,Master,"also carried potatoes, apples, onions, and mackerel to Master"
A00000284,AG_18540502,Marine,1854-05-01,Memoranda,PE-Callao,VA-AlexBelow,VA-Alex,St. Thomas,Ship,,guano,,,"""BELOW.-- Ship St. Thomas, with guano for this port."""
A00000285,AG_18540502,Marine,1854-05-01,Memoranda,PE-Callao,VA-AlexBelow,VA-Alex,Forrester,Ship,,guano,,,"""BELOW.-- Ship Forrester, with guano for this port."""
A00000286,AG_18540510,Marine,1854-05-06,Memoranda,PE-Chincha,VA-HamptonRoads,VA-Alex,Ailsa,Br. Ship,Moyse,guano,,,
A00000287,AG_18540511,Marine,1854-05-10,Arrival,ME-Eastport,,VA-Alex,Tamboree,Schooner,Vesey,plaister,,Fowle,
A00000288,AG_18540511,Marine,1854-05-10,Arrival,NY-NewYork,,VA-Alex,Pawnee,Schooner,Pharo,guano,,BrownCG,
A00000289,AG_18540519,Canal,1854-05-17,Arrival,,,VA-Alex,J. F. Wheatley,Boat,,limestone,,Smith-Th,
A00000290,AG_18540519,Canal,1854-05-17,Arrival,,,VA-Alex,William Jackson,Boat,,limestone,,Smith-Th,
A00000291,AG_18540523,Marine,1854-05-22,Arrival,PE-Chincha,,VA-Alex,Embassador,British Ship,Pentrith,guano,,AndCoyle,
A00000292,AG_18540525,Marine,1854-05-24,Arrival,PE-Chincha,,VA-Alex,Albus,Barque,Dorr,guano,,How-Poor,
A00000293,AG_18540525,Marine,1854-05-24,Arrival,MA-Salem,,VA-Alex,J. Truman,Schooner,Skinner,plaister,,McKenzie,
A00000294,AG_18540526,Marine,1854-05-25,Arrival,PE-Callao,,VA-Alex,Wild Ranger,Ship (Clipper),Sears,guano,,Fowle,additional information: 74 days to Hampton Roads
A00000295,AG_18540606,Marine,1854-06-05,Arrival,PE-Chincha,,VA-Alex,Samuel Phails,Ship,Talbot,guano,,FitzCoyle,
A00000296,AG_18540616,Marine,1854-06-15,Arrival,MA-Boston,,VA-Alex,Elliot,Schooner,Gould,plaister,,GreenSuttle,
A00000297,AG_18540714,Marine,1854-07-12,Arrival,NS-Windsor,,VA-Alex,Liverpool,Schooner,Burgess,plaister,,Fowle,
A00000298,AG_18540714,Marine,1854-07-12,Arrival,MA-Boston,,VA-Alex,Rebecca,Schooner,Gould,plaister,,McKenzie,
A00000299,AG_18540718,Marine,1854-07-17,Arrival,PE-Chincha,,VA-Alex,Crescent,Ship,Perkins,guano,,Fowle,
A00000300,AG_18540720,Marine,1854-07-19,Arrival,MA-Boston,,VA-Alex,E. F. Parks,Schooner,Whorf,plaister,,Eldridge,
A00000301,AG_18540724,Marine,1854-07-22,Arrival,ME-Eastport,,VA-Alex,Kossuth,Brig,Nonan,plaister,,Fowle,also carried pickets to M. Eldridge
A00000302,AG_18540724,Marine,1854-07-22,Arrival,ME-Eastport,,VA-Alex,Mary Fletcher,Schooner,Crosby,plaister,,Fowle,also carried laths and pickets to M. Eldridge
A00000303,AG_18540804,Canal,1854-08-03,Arrival,,,VA-Alex,Thomas Jefferson,Boat,,limestone,,Smith-Th,
A00000304,AG_18540805,Canal,1854-08-04,Departure,VA-Alex,,MD-Cumb,Maryland,Boat,,guano,,,
A00000305,AG_18540805,Marine,1854-08-04,Arrival,MA-Boston,,VA-Alex,T. A. Ward,Schooner,Hoff,lime,,Master,also carried salt to Master
A00000306,AG_18540812,Canal,1854-08-11,Arrival,,,VA-Alex,Thomas Jefferson,Boat,,limestone,,Smith-Th,
A00000307,AG_18540812,Marine,1854-08-11,Arrival,ME-Eastport,,VA-Alex,Watson,Brig,Owen,plaister,,Fowle,also carried laths to Fowle
